Gene	RANGE	N_INFORMATIVE	NumVar	NumPolyVar	V6	OptFreq	Zmax	NumPerm	ActualPerm	Stat	NumGreater	NumEqual	PermPvalue	CHROM	POS	endPOS	size	significant
WBGene00235267	IV:1429040-1430349	129	31	31	NA	0.026163	173.439	10000	1957	173.439	1000	0	0.510986	IV	1429040	1430349	1309	FALSE
WBGene00007450	IV:13623834-13625432	129	18	17	NA	0.031008	173.437	10000	1936	173.437	1000	0	0.516529	IV	13623834	13625432	1598	FALSE
WBGene00010998	X:13091130-13094424	129	57	56	NA	0.03876	173.434	10000	2647	173.434	1000	0	0.377786	X	13091130	13094424	3294	FALSE
WBGene00003620	II:7339235-7349122,II:7339235-7349476,II:7347181-7349124,II:7347182-7349476,II:7346509-7349122,II:7339228-7349122,II:7346509-7349476,II:7339235-7349122,II:7339235-7349476,II:7339228-7349122,II:7339228-7349476	129	51	51	NA	0.015504	173.422	10000	2139	173.422	1000	0	0.467508	II	7339235	7349122	9887	FALSE
WBGene00015206	II:7701947-7705233,II:7702011-7705233	129	5	5	NA	0.007752	173.421	10000	2380	173.421	1000	0	0.420168	II	7701947	7705233	3286	FALSE
WBGene00016481	V:3158428-3159420	129	86	86	NA	0.024233	173.421	10000	3905	173.421	1000	0	0.256082	V	3158428	3159420	992	FALSE
WBGene00219434	II:11568653-11569242	129	7	7	NA	0.007752	173.421	10000	1721	173.421	1000	0	0.581058	II	11568653	11569242	589	FALSE
WBGene00001759	X:3632554-3633747	129	5	4	NA	0.007752	173.421	10000	3641	173.421	1000	0	0.27465	X	3632554	3633747	1193	FALSE
WBGene00004341	III:7021884-7023655,III:7021166-7023655	129	9	8	NA	0.02504	173.419	10000	2069	173.419	1000	0	0.483325	III	7021884	7023655	1771	FALSE
WBGene00021931	IV:1058844-1063187	129	82	82	NA	0.023256	173.409	10000	1660	173.409	1000	0	0.60241	IV	1058844	1063187	4343	FALSE
WBGene00003021	III:8016661-8020870	129	25	25	NA	0.007752	173.4	10000	2057	173.4	1000	0	0.486145	III	8016661	8020870	4209	FALSE
WBGene00016859	V:3079448-3080892	129	81	81	NA	0.024547	173.384	10000	3808	173.384	1000	0	0.262605	V	3079448	3080892	1444	FALSE
WBGene00000414	III:8426339-8428582	129	11	11	NA	0.003876	173.345	10000	2345	173.345	1000	0	0.426439	III	8426339	8428582	2243	FALSE
WBGene00199075	V:13645972-13646042	129	8	8	NA	0.015504	173.32	10000	1688	173.32	1000	0	0.592417	V	13645972	13646042	70	FALSE
WBGene00013217	II:14340005-14344454,II:14340005-14344444	129	63	62	NA	0.007752	173.3	10000	2357	173.3	1000	0	0.424268	II	14340005	14344454	4449	FALSE
WBGene00004114	III:5509184-5512602	129	20	20	NA	0.003876	173.294	10000	1881	173.294	1000	0	0.531632	III	5509184	5512602	3418	FALSE
WBGene00044605	X:6510892-6512199	129	13	12	NA	0.025148	173.269	10000	1976	173.269	1000	0	0.506073	X	6510892	6512199	1307	FALSE
WBGene00010948	II:8361094-8363196,II:8360788-8363196,II:8361639-8363196,II:8361946-8363196	129	9	8	NA	0.011628	173.259	10000	2916	173.259	1000	0	0.342936	II	8361094	8363196	2102	FALSE
WBGene00012625	V:20527792-20529260	129	126	126	NA	0.003876	173.253	10000	2545	173.253	1000	0	0.392927	V	20527792	20529260	1468	FALSE
WBGene00020032	I:4151098-4151746	129	5	4	NA	0.003876	173.245	10000	2043	173.245	1000	0	0.489476	I	4151098	4151746	648	FALSE
WBGene00019413	II:1556443-1557478	129	22	22	NA	0.007752	173.206	10000	2326	173.206	1000	0	0.429923	II	1556443	1557478	1035	FALSE
WBGene00020115	III:1952013-1961945,III:1952013-1957861,III:1952013-1960134	129	310	310	NA	0.025138	173.188	10000	1629	173.188	1000	0	0.613874	III	1952013	1961945	9932	FALSE
WBGene00005769	V:15268601-15269748	129	100	100	NA	0.003876	173.175	10000	2476	173.175	1000	0	0.403877	V	15268601	15269748	1147	FALSE
WBGene00012216	I:12551537-12552370	129	5	5	NA	0.003876	173.175	10000	2106	173.175	1000	0	0.474834	I	12551537	12552370	833	FALSE
WBGene00008976	X:14982139-14982804	129	6	6	NA	0.003876	173.139	10000	1975	173.139	1000	0	0.506329	X	14982139	14982804	665	FALSE
WBGene00008124	IV:13741041-13742265	129	11	11	NA	0.024272	173.099	10000	1779	173.099	1000	0	0.562114	IV	13741041	13742265	1224	FALSE
WBGene00011023	IV:14165788-14168487	129	22	22	NA	0.042636	173.078	10000	1672	173.078	1000	0	0.598086	IV	14165788	14168487	2699	FALSE
WBGene00022856	II:7056171-7057960,II:7056171-7058014	129	4	3	NA	0.026383	173.067	10000	3460	173.067	1000	0	0.289017	II	7056171	7057960	1789	FALSE
WBGene00001977	II:11916512-11917643,II:11916512-11918319	129	16	16	NA	0.003876	173.064	10000	1793	173.064	1000	0	0.557724	II	11916512	11917643	1131	FALSE
WBGene00001485	V:20075920-20087733,V:20075920-20087733	129	352	352	NA	0.01938	173.052	10000	1622	173.052	1000	0	0.616523	V	20075920	20087733	11813	FALSE
WBGene00000761	I:5412841-5415629	129	10	10	NA	0.011628	173.05	10000	2202	173.05	1000	0	0.454133	I	5412841	5415629	2788	FALSE
WBGene00019259	IV:6757310-6762545,IV:6757310-6761776	129	23	23	NA	0.031008	173.049	10000	2201	173.049	1000	0	0.454339	IV	6757310	6762545	5235	FALSE
WBGene00017885	I:4934036-4949334,I:4934036-4949334,I:4941657-4949334,I:4943629-4949334,I:4938242-4949334,I:4943689-4949334,I:4941657-4949334,I:4934036-4949334,I:4934036-4949334,I:4937769-4949334,I:4937769-4949334	129	84	84	NA	0.003876	173.042	10000	2079	173.042	1000	0	0.481	I	4934036	4949334	15298	FALSE
WBGene00001683	II:10394128-10395348,II:10394113-10395348	129	8	7	NA	0.003876	173.041	10000	2612	173.041	1000	0	0.382848	II	10394128	10395348	1220	FALSE
WBGene00009239	V:10754422-10756628	129	11	11	NA	0.003876	173.025	10000	2243	173.025	1000	0	0.445831	V	10754422	10756628	2206	FALSE
WBGene00015988	III:7662427-7672153	129	124	124	NA	0.007752	173.023	10000	2545	173.023	1000	0	0.392927	III	7662427	7672153	9726	FALSE
WBGene00016984	X:7385948-7388400,X:7384512-7388400,X:7377301-7388400	129	93	93	NA	0.023256	173.019	10000	1668	173.019	1000	0	0.59952	X	7385948	7388400	2452	FALSE
WBGene00016843	IV:7732328-7734191	129	7	7	NA	0.024553	173.013	10000	2158	173.013	1000	0	0.463392	IV	7732328	7734191	1863	FALSE
WBGene00017467	V:5132740-5137100	129	52	51	NA	0.034884	173.011	10000	3108	173.011	1000	0	0.32175	V	5132740	5137100	4360	FALSE
WBGene00020445	IV:7376896-7378900	129	4	3	NA	0.02528	173.008	10000	3062	173.008	1000	0	0.326584	IV	7376896	7378900	2004	FALSE
WBGene00021156	IV:5340889-5344204,IV:5343065-5344204	129	20	19	NA	0.03876	173.004	10000	2943	173.004	1000	0	0.339789	IV	5340889	5344204	3315	FALSE
WBGene00017198	V:9256863-9261124	129	17	17	NA	0.01938	173	10000	2088	173	1000	0	0.478927	V	9256863	9261124	4261	FALSE
WBGene00011062	I:7233392-7234782	129	10	10	NA	0.003876	172.993	10000	2114	172.993	998	2	0.472564	I	7233392	7234782	1390	FALSE
WBGene00012635	IV:13483545-13485510	129	23	23	NA	0.046512	172.978	10000	1984	172.978	1000	0	0.504032	IV	13483545	13485510	1965	FALSE
WBGene00195160	V:4411461-4411852	129	8	7	NA	0.011628	172.95	10000	2437	172.95	1000	0	0.410341	V	4411461	4411852	391	FALSE
WBGene00050937	V:14518354-14519370	129	9	8	NA	0.01938	172.949	10000	2873	172.949	1000	0	0.348068	V	14518354	14519370	1016	FALSE
WBGene00044892	V:18773060-18774024	129	78	77	NA	0.042636	172.943	10000	2431	172.943	1000	0	0.411353	V	18773060	18774024	964	FALSE
WBGene00007253	I:7208027-7209866	129	9	9	NA	0.007752	172.942	10000	2034	172.942	1000	0	0.491642	I	7208027	7209866	1839	FALSE
WBGene00004188	II:484865-490404	129	228	227	NA	0.007752	172.932	10000	2452	172.932	1000	0	0.40783	II	484865	490404	5539	FALSE
WBGene00019192	II:6071385-6073251	129	41	41	NA	0.042636	172.93	10000	3235	172.93	1000	0	0.309119	II	6071385	6073251	1866	FALSE
WBGene00009247	II:13123037-13124789	129	41	40	NA	0.024976	172.925	10000	2409	172.925	1000	0	0.41511	II	13123037	13124789	1752	FALSE
WBGene00013586	V:18940640-18946905	129	261	261	NA	0.015504	172.906	10000	2012	172.906	1000	0	0.497018	V	18940640	18946905	6265	FALSE
WBGene00016188	X:8831738-8835715	129	27	27	NA	0.03876	172.895	10000	1705	172.895	1000	0	0.58651	X	8831738	8835715	3977	FALSE
WBGene00003660	V:18616598-18620241	129	78	78	NA	0.003876	172.892	10000	2092	172.892	1000	0	0.478011	V	18616598	18620241	3643	FALSE
WBGene00009399	II:12909077-12910334	129	18	18	NA	0.007752	172.873	10000	1503	172.873	1000	0	0.665336	II	12909077	12910334	1257	FALSE
WBGene00013564	III:12359564-12361248	129	157	157	NA	0.01938	172.873	10000	2117	172.873	1000	0	0.472367	III	12359564	12361248	1684	FALSE
WBGene00202083	V:12917582-12917713	129	2	2	NA	0.025716	172.872	10000	2448	172.872	1000	0	0.408497	V	12917582	12917713	131	FALSE
WBGene00004391	III:9225373-9228250,III:9225373-9228786	129	14	14	NA	0.003876	172.86	10000	2027	172.86	1000	0	0.49334	III	9225373	9228250	2877	FALSE
WBGene00195407	IV:12414386-12414535	129	2	2	NA	0.025036	172.845	10000	2659	172.845	1000	0	0.376081	IV	12414386	12414535	149	FALSE
WBGene00195825	V:3455130-3455293	129	5	4	NA	0.02486	172.824	10000	2829	172.824	1000	0	0.353482	V	3455130	3455293	163	FALSE
WBGene00198123	IV:15012322-15012455	129	3	3	NA	0.025235	172.822	10000	2256	172.822	1000	0	0.443262	IV	15012322	15012455	133	FALSE
WBGene00015509	IV:7826327-7829291,IV:7826327-7829301,IV:7826327-7829291,IV:7826327-7829301	129	12	12	NA	0.027132	172.813	10000	2068	172.813	1000	0	0.483559	IV	7826327	7829291	2964	FALSE
WBGene00005398	V:19975609-19978320	129	102	102	NA	0.007752	172.809	10000	1470	172.809	1000	0	0.680272	V	19975609	19978320	2711	FALSE
WBGene00006257	V:3512680-3514343	129	38	37	NA	0.03876	172.808	10000	2362	172.808	1000	0	0.42337	V	3512680	3514343	1663	FALSE
WBGene00007421	II:9091108-9093696,II:9091108-9093652	129	12	12	NA	0.007752	172.778	10000	2242	172.778	1000	0	0.44603	II	9091108	9093696	2588	FALSE
WBGene00005915	V:2748238-2750106	129	27	27	NA	0.003876	172.763	10000	2014	172.763	1000	0	0.496524	V	2748238	2750106	1868	FALSE
WBGene00044777	V:876291-877166	129	45	45	NA	0.015504	172.761	10000	1804	172.761	1000	0	0.554324	V	876291	877166	875	FALSE
WBGene00001438	II:4379882-4383288	129	34	34	NA	0.007752	172.757	10000	2019	172.757	1000	0	0.495295	II	4379882	4383288	3406	FALSE
WBGene00219310	I:9410613-9411379	129	5	5	NA	0.003876	172.756	10000	2444	172.756	1000	0	0.409165	I	9410613	9411379	766	FALSE
WBGene00017700	II:6924229-6925951	129	12	11	NA	0.003876	172.756	10000	2385	172.756	1000	0	0.419287	II	6924229	6925951	1722	FALSE
WBGene00004495	I:14759929-14760663,I:14759917-14760663	129	4	4	NA	0.003876	172.756	10000	1985	172.756	1000	0	0.503778	I	14759929	14760663	734	FALSE
WBGene00009182	II:14408750-14410809	129	18	18	NA	0.003876	172.745	10000	1817	172.745	1000	0	0.550358	II	14408750	14410809	2059	FALSE
WBGene00008725	V:16382076-16383829	129	65	64	NA	0.007752	172.735	10000	3032	172.735	1000	0	0.329815	V	16382076	16383829	1753	FALSE
WBGene00021028	I:484125-487990	129	27	27	NA	0.003876	172.734	10000	1843	172.734	1000	0	0.542594	I	484125	487990	3865	FALSE
WBGene00044081	V:14074455-14076465,V:14074455-14076716	129	16	16	NA	0.007752	172.733	10000	1868	172.733	1000	0	0.535332	V	14074455	14076465	2010	FALSE
WBGene00021152	IV:5439004-5450792,IV:5439004-5445639,IV:5439004-5450689,IV:5439004-5450749	129	215	214	NA	0.003876	172.724	10000	3736	172.724	1000	0	0.267666	IV	5439004	5450792	11788	FALSE
WBGene00016329	I:5200257-5203429	129	14	14	NA	0.003876	172.713	10000	2300	172.713	1000	0	0.434783	I	5200257	5203429	3172	FALSE
WBGene00005542	II:3046218-3048154	129	101	101	NA	0.027091	172.703	10000	3207	172.703	1000	0	0.311818	II	3046218	3048154	1936	FALSE
WBGene00010798	V:15252381-15253291	129	91	91	NA	0.003876	172.659	10000	2738	172.659	1000	0	0.36523	V	15252381	15253291	910	FALSE
WBGene00000773	II:8600350-8602472	129	15	15	NA	0.007752	172.65	10000	1703	172.65	1000	0	0.587199	II	8600350	8602472	2122	FALSE
WBGene00009629	X:14800119-14804357	129	49	49	NA	0.034884	172.639	10000	1600	172.639	1000	0	0.625	X	14800119	14804357	4238	FALSE
WBGene00018272	II:4735112-4736850	129	10	10	NA	0.007752	172.634	10000	1865	172.634	1000	0	0.536193	II	4735112	4736850	1738	FALSE
WBGene00022726	IV:6971897-6972527,IV:6971915-6972527	129	3	3	NA	0.007752	172.624	10000	2694	172.624	1000	0	0.371195	IV	6971897	6972527	630	FALSE
WBGene00022766	II:4938593-4941150	129	72	72	NA	0.003876	172.624	10000	2342	172.624	1000	0	0.426985	II	4938593	4941150	2557	FALSE
WBGene00007649	X:9921554-9922843	129	10	10	NA	0.011628	172.621	10000	1558	172.621	1000	0	0.641849	X	9921554	9922843	1289	FALSE
WBGene00021978	V:5082001-5085007	129	52	52	NA	0.031008	172.619	10000	2358	172.619	1000	0	0.424088	V	5082001	5085007	3006	FALSE
WBGene00020276	V:6440179-6441711,V:6440282-6441636,V:6440257-6441711	129	10	9	NA	0.01938	172.617	10000	2331	172.617	1000	0	0.429	V	6440179	6441711	1532	FALSE
WBGene00016282	V:2900447-2903310	129	131	131	NA	0.024534	172.608	10000	4140	172.608	1000	0	0.241546	V	2900447	2903310	2863	FALSE
WBGene00010915	II:8232788-8237202	129	10	9	NA	0.003876	172.607	10000	1940	172.607	1000	0	0.515464	II	8232788	8237202	4414	FALSE
WBGene00197383	X:2778004-2778282	129	4	4	NA	0.025571	172.603	10000	2375	172.603	1000	0	0.421053	X	2778004	2778282	278	FALSE
WBGene00016545	II:2146949-2148722,II:2146949-2148775	129	236	236	NA	0.01938	172.581	10000	1735	172.581	1000	0	0.576369	II	2146949	2148722	1773	FALSE
WBGene00014145	X:9447860-9449399	129	9	8	NA	0.026377	172.578	10000	2048	172.578	1000	0	0.488281	X	9447860	9449399	1539	FALSE
WBGene00018958	I:173411-175991,I:171339-175991	129	23	23	NA	0.007752	172.566	10000	1926	172.566	1000	0	0.519211	I	173411	175991	2580	FALSE
WBGene00014190	V:15311079-15312536	129	23	23	NA	0.034884	172.561	10000	1634	172.561	1000	0	0.611995	V	15311079	15312536	1457	FALSE
WBGene00000535	IV:6092598-6093648	129	6	5	NA	0.031008	172.56	10000	2721	172.56	1000	0	0.367512	IV	6092598	6093648	1050	FALSE
WBGene00000770	III:9322315-9324733	129	5	5	NA	0.015504	172.547	10000	3619	172.547	1000	0	0.276319	III	9322315	9324733	2418	FALSE
WBGene00022736	III:7078934-7080789	129	5	4	NA	0.026394	172.547	10000	3448	172.547	999	1	0.289878	III	7078934	7080789	1855	FALSE
WBGene00015255	V:434767-436726	129	65	65	NA	0.011628	172.536	10000	1650	172.536	1000	0	0.606061	V	434767	436726	1959	FALSE
WBGene00006787	II:14652142-14666943,II:14661268-14666943,II:14652142-14666943,II:14652142-14666943,II:14647326-14666943,II:14652142-14666943,II:14647326-14651037,II:14652142-14666943,II:14652142-14666943,II:14652142-14666943,II:14652142-14666943,II:14652142-14666943,II:14652142-14666943,II:14652142-14666943,II:14652142-14654428	129	89	89	NA	0.03876	172.526	10000	1703	172.526	1000	0	0.587199	II	14652142	14666943	14801	FALSE
WBGene00015083	III:5728179-5730394	129	7	7	NA	0.003876	172.495	10000	1773	172.495	1000	0	0.564016	III	5728179	5730394	2215	FALSE
WBGene00006961	I:4665743-4671738	129	25	24	NA	0.018908	172.486	10000	2170	172.486	1000	0	0.460829	I	4665743	4671738	5995	FALSE
WBGene00012122	IV:8829546-8830686	129	10	10	NA	0.023256	172.47	10000	1838	172.47	1000	0	0.54407	IV	8829546	8830686	1140	FALSE
WBGene00006542	III:7384032-7386132,III:7384016-7386132	129	8	8	NA	0.015504	172.446	10000	1728	172.446	1000	0	0.578704	III	7384032	7386132	2100	FALSE
WBGene00044049	II:8102128-8105052	129	15	14	NA	0.003876	172.422	10000	2679	172.422	1000	0	0.373274	II	8102128	8105052	2924	FALSE
WBGene00194870	III:13319264-13321892	129	21	21	NA	0.01938	172.419	10000	2049	172.419	1000	0	0.488043	III	13319264	13321892	2628	FALSE
WBGene00044048	II:12394855-12397756	129	28	28	NA	0.01938	172.365	10000	2464	172.365	1000	0	0.405844	II	12394855	12397756	2901	FALSE
WBGene00016327	I:5232994-5235276,I:5232575-5235276	129	22	22	NA	0.024555	172.324	10000	2252	172.324	1000	0	0.44405	I	5232994	5235276	2282	FALSE
WBGene00013915	III:12751108-12753634	129	33	32	NA	0.01938	172.308	10000	2299	172.308	1000	0	0.434972	III	12751108	12753634	2526	FALSE
WBGene00009320	IV:9881801-9884289	129	12	11	NA	0.031008	172.305	10000	2279	172.305	1000	0	0.438789	IV	9881801	9884289	2488	FALSE
WBGene00021821	V:9439159-9439549	129	8	7	NA	0.031008	172.296	10000	2265	172.296	1000	0	0.441501	V	9439159	9439549	390	FALSE
WBGene00009971	V:13775750-13777771,V:13775847-13777771	129	14	14	NA	0.007752	172.289	10000	1491	172.289	1000	0	0.670691	V	13775750	13777771	2021	FALSE
WBGene00020184	I:3874364-3875996,I:3874036-3875996	129	11	11	NA	0.007752	172.27	10000	2240	172.27	1000	0	0.446429	I	3874364	3875996	1632	FALSE
WBGene00021309	V:1823128-1829940,V:1823128-1830030,V:1826631-1830030	129	110	109	NA	0.003876	172.27	10000	2918	172.27	1000	0	0.3427	V	1823128	1829940	6812	FALSE
WBGene00001633	III:11625241-11628238,III:11624990-11628238	129	20	19	NA	0.007752	172.268	10000	2050	172.268	1000	0	0.487805	III	11625241	11628238	2997	FALSE
WBGene00019017	V:6401368-6408783	129	125	125	NA	0.007752	172.265	10000	1771	172.265	1000	0	0.564653	V	6401368	6408783	7415	FALSE
WBGene00000872	III:7023641-7029196,III:7023641-7029196	129	17	17	NA	0.007752	172.252	10000	1965	172.252	1000	0	0.508906	III	7023641	7029196	5555	FALSE
WBGene00021440	III:1834512-1846760	129	502	502	NA	0.007752	172.251	10000	1771	172.251	1000	0	0.564653	III	1834512	1846760	12248	FALSE
WBGene00022465	I:5100765-5101674	129	7	6	NA	0.007752	172.211	10000	3207	172.211	1000	0	0.311818	I	5100765	5101674	909	FALSE
WBGene00013647	IV:15899923-15901225	129	17	16	NA	0.003876	172.209	10000	2135	172.209	1000	0	0.468384	IV	15899923	15901225	1302	FALSE
WBGene00010416	I:11311516-11323110	129	252	252	NA	0.015504	172.2	10000	2131	172.2	1000	0	0.469263	I	11311516	11323110	11594	FALSE
WBGene00008574	V:17476789-17478108	129	129	128	NA	0.02487	172.199	10000	2505	172.199	1000	0	0.399202	V	17476789	17478108	1319	FALSE
WBGene00013442	III:11524437-11526560,III:11524376-11526564	129	34	34	NA	0.003876	172.179	10000	1955	172.179	1000	0	0.511509	III	11524437	11526560	2123	FALSE
WBGene00010457	II:8267252-8269914	129	26	25	NA	0.007752	172.172	10000	2105	172.172	1000	0	0.475059	II	8267252	8269914	2662	FALSE
WBGene00018330	IV:3342515-3350018	129	72	72	NA	0.027132	172.15	10000	1644	172.15	1000	0	0.608273	IV	3342515	3350018	7503	FALSE
WBGene00005539	V:1725652-1727632	129	37	37	NA	0.027132	172.145	10000	2230	172.145	1000	0	0.44843	V	1725652	1727632	1980	FALSE
WBGene00020509	X:2223483-2226620	129	13	13	NA	0.025266	172.141	10000	2184	172.141	1000	0	0.457875	X	2223483	2226620	3137	FALSE
WBGene00009861	I:14298754-14299763	129	48	48	NA	0.025987	172.135	10000	4798	172.135	999	1	0.208316	I	14298754	14299763	1009	FALSE
WBGene00007528	X:14304933-14307767	129	48	47	NA	0.003876	172.124	10000	2986	172.124	1000	0	0.334896	X	14304933	14307767	2834	FALSE
WBGene00006830	III:4121463-4146447,III:4126593-4146447,III:4128500-4146447,III:4131276-4146447,III:4133839-4146447,III:4138711-4147255,III:4138711-4146447,III:4138711-4144978,III:4115384-4146447,III:4131276-4146447	129	188	188	NA	0.01938	172.116	10000	2098	172.116	1000	0	0.476644	III	4121463	4146447	24984	FALSE
WBGene00018065	IV:4040307-4041532	129	29	29	NA	0.007752	172.107	10000	2438	172.107	1000	0	0.410172	IV	4040307	4041532	1225	FALSE
WBGene00012149	II:11705988-11713610	129	74	74	NA	0.03876	172.096	10000	1862	172.096	1000	0	0.537057	II	11705988	11713610	7622	FALSE
WBGene00196080	II:13734715-13734905	129	11	10	NA	0.015504	172.092	10000	1696	172.092	1000	0	0.589623	II	13734715	13734905	190	FALSE
WBGene00196823	II:13734715-13734905	129	11	10	NA	0.015504	172.092	10000	1682	172.092	1000	0	0.59453	II	13734715	13734905	190	FALSE
WBGene00009261	I:9479107-9480678	129	12	11	NA	0.024869	172.085	10000	3284	172.085	1000	0	0.304507	I	9479107	9480678	1571	FALSE
WBGene00022296	IV:1993088-2008993	129	397	397	NA	0.015504	172.083	10000	2054	172.083	1000	0	0.486855	IV	1993088	2008993	15905	FALSE
WBGene00235314	V:12524-13369	129	17	17	NA	0.007752	172.079	10000	1585	172.079	1000	0	0.630915	V	12524	13369	845	FALSE
WBGene00020868	II:4990830-4993580	129	16	15	NA	0.003876	172.077	10000	3387	172.077	1000	0	0.295247	II	4990830	4993580	2750	FALSE
WBGene00018351	II:2422206-2425343	129	434	434	NA	0.007752	172.056	10000	2448	172.056	1000	0	0.408497	II	2422206	2425343	3137	FALSE
WBGene00011502	III:9753679-9757514,III:9753671-9757514,III:9753679-9756202,III:9753671-9756202	129	14	13	NA	0.025297	172.054	10000	2176	172.054	1000	0	0.459559	III	9753679	9757514	3835	FALSE
WBGene00021072	V:1130087-1131930	129	28	27	NA	0.011628	172.012	10000	2744	172.012	1000	0	0.364431	V	1130087	1131930	1843	FALSE
WBGene00009415	I:11718910-11719790	129	14	14	NA	0.023256	171.991	10000	1979	171.991	1000	0	0.505306	I	11718910	11719790	880	FALSE
WBGene00004190	I:12487016-12490888,I:12487016-12491091,I:12486950-12490888,I:12490234-12490826,I:12489549-12490888,I:12489549-12491091,I:12487033-12488960	129	56	55	NA	0.003876	171.962	10000	3133	171.962	1000	0	0.319183	I	12487016	12490888	3872	FALSE
WBGene00010636	IV:9848482-9849724	129	14	13	NA	0.003876	171.96	10000	2708	171.96	1000	0	0.369276	IV	9848482	9849724	1242	FALSE
WBGene00013125	I:11015485-11017497	129	36	36	NA	0.003876	171.952	10000	2138	171.952	1000	0	0.467727	I	11015485	11017497	2012	FALSE
WBGene00022537	V:8681349-8682939	129	6	6	NA	0.026295	171.948	10000	2805	171.948	1000	0	0.356506	V	8681349	8682939	1590	FALSE
WBGene00015660	V:8076084-8079914,V:8076084-8079849	129	14	14	NA	0.003876	171.942	10000	2367	171.942	1000	0	0.422476	V	8076084	8079914	3830	FALSE
WBGene00007142	II:11485511-11486748,II:11485509-11486774	129	7	6	NA	0.003876	171.935	10000	2902	171.935	1000	0	0.34459	II	11485511	11486748	1237	FALSE
WBGene00007614	V:14409077-14411895,V:14409157-14411895	129	20	20	NA	0.023256	171.934	10000	1983	171.934	1000	0	0.504286	V	14409077	14411895	2818	FALSE
WBGene00015668	X:7413610-7415520	129	21	21	NA	0.025797	171.926	10000	1598	171.926	1000	0	0.625782	X	7413610	7415520	1910	FALSE
WBGene00013667	I:14347513-14358326	129	209	209	NA	0.01938	171.918	10000	2530	171.918	1000	0	0.395257	I	14347513	14358326	10813	FALSE
WBGene00007709	I:10184243-10185468	129	5	4	NA	0.015504	171.915	10000	2776	171.915	1000	0	0.360231	I	10184243	10185468	1225	FALSE
WBGene00008485	IV:10465042-10467240,IV:10464658-10467240	129	18	18	NA	0.024774	171.912	10000	2598	171.912	1000	0	0.384911	IV	10465042	10467240	2198	FALSE
WBGene00016693	V:2147094-2148626	129	107	107	NA	0.046512	171.907	10000	4377	171.907	1000	0	0.228467	V	2147094	2148626	1532	FALSE
WBGene00013949	V:18410757-18412987	129	67	67	NA	0.03876	171.904	10000	2792	171.904	1000	0	0.358166	V	18410757	18412987	2230	FALSE
WBGene00008434	II:10661596-10665090	129	69	68	NA	0.034884	171.891	10000	3624	171.891	1000	0	0.275938	II	10661596	10665090	3494	FALSE
WBGene00003570	V:10486472-10490048	129	12	12	NA	0.003876	171.865	10000	2567	171.865	1000	0	0.38956	V	10486472	10490048	3576	FALSE
WBGene00006778	V:9764644-9769361,V:9764644-9769361,V:9764644-9764990,V:9764644-9767679,V:9764644-9767679	129	24	24	NA	0.007752	171.851	10000	1733	171.851	1000	0	0.577034	V	9764644	9769361	4717	FALSE
WBGene00021134	II:3559650-3560692	129	12	11	NA	0.003876	171.84	10000	2758	171.84	1000	0	0.362582	II	3559650	3560692	1042	FALSE
WBGene00019749	X:6800687-6803700	129	12	11	NA	0.031008	171.838	10000	2108	171.838	1000	0	0.474383	X	6800687	6803700	3013	FALSE
WBGene00044571	X:5935779-5937549	129	9	8	NA	0.031008	171.827	10000	2859	171.827	1000	0	0.349773	X	5935779	5937549	1770	FALSE
WBGene00197560	II:2979268-2979343	129	3	3	NA	0.027132	171.824	10000	2331	171.824	1000	0	0.429	II	2979268	2979343	75	FALSE
WBGene00022348	III:1419864-1427226,III:1419866-1420569	129	374	374	NA	0.003876	171.82	10000	1619	171.82	1000	0	0.617665	III	1419864	1427226	7362	FALSE
WBGene00017952	III:6982436-6983062	129	12	12	NA	0.003876	171.813	10000	1885	171.813	1000	0	0.530504	III	6982436	6983062	626	FALSE
WBGene00086558	II:3744476-3745910	129	17	16	NA	0.003876	171.809	10000	2959	171.809	1000	0	0.337952	II	3744476	3745910	1434	FALSE
WBGene00005095	V:13430650-13432714	129	16	16	NA	0.007752	171.808	10000	1715	171.808	1000	0	0.58309	V	13430650	13432714	2064	FALSE
WBGene00021897	IV:2960122-2964395,IV:2960122-2964100	129	42	41	NA	0.031008	171.774	10000	2606	171.774	1000	0	0.38373	IV	2960122	2964395	4273	FALSE
WBGene00013810	IV:17130065-17131075	129	9	9	NA	0.046512	171.771	10000	1684	171.771	1000	0	0.593824	IV	17130065	17131075	1010	FALSE
WBGene00198047	I:9736635-9736785	129	3	3	NA	0.01938	171.751	10000	2225	171.751	1000	0	0.449438	I	9736635	9736785	150	FALSE
WBGene00016049	V:2712086-2713619,V:2712033-2713632	129	68	68	NA	0.027132	171.744	10000	4030	171.744	1000	0	0.248139	V	2712086	2713619	1533	FALSE
WBGene00011480	IV:11119343-11123154,IV:11119343-11123125,IV:11120629-11123154,IV:11120629-11123125,IV:11119353-11123154,IV:11119707-11123154,IV:11119423-11123154,IV:11119466-11123154	129	18	18	NA	0.003876	171.743	10000	2042	171.743	1000	0	0.489716	IV	11119343	11123154	3811	FALSE
WBGene00010942	II:9417012-9418319	129	8	8	NA	0.007752	171.739	10000	1857	171.739	1000	0	0.538503	II	9417012	9418319	1307	FALSE
WBGene00004390	III:7158946-7161157,III:7158910-7161157	129	20	20	NA	0.007752	171.731	10000	2059	171.731	1000	0	0.485673	III	7158946	7161157	2211	FALSE
