Gene	RANGE	N_INFORMATIVE	NumVar	NumPolyVar	Q	Pvalue	NumPerm	ActualPerm	Stat	NumGreater	NumEqual	PermPvalue	CHROM	POS	endPOS	size	significant
WBGene00012591	II:12620547-12620885	129	5	5	1412020	0.3285	10000	2910	1412020	1000	0	0.343643	II	12620547	12620885	338	FALSE
WBGene00009595	III:9914540-9915817,III:9914540-9915814,III:9914260-9915817	129	16	16	3226170	0.32852	10000	3019	3226170	1000	0	0.331236	III	9914540	9915817	1277	FALSE
WBGene00014204	III:3916966-3918809,III:3916932-3918809	129	8	7	834549	0.328533	10000	2950	834549	1000	0	0.338983	III	3916966	3918809	1843	FALSE
WBGene00010734	V:12692485-12695254	129	16	15	2331070	0.328557	10000	3054	2331070	1000	0	0.327439	V	12692485	12695254	2769	FALSE
WBGene00018157	I:6425792-6428942	129	12	11	1651860	0.328601	10000	3100	1651860	1000	0	0.322581	I	6425792	6428942	3150	FALSE
WBGene00016962	II:6583038-6584514	129	5	5	1086480	0.328693	10000	3094	1086480	1000	0	0.323206	II	6583038	6584514	1476	FALSE
WBGene00000938	I:7536203-7542157,I:7536203-7542157	129	26	26	3732820	0.328728	10000	3138	3732820	1000	0	0.318674	I	7536203	7542157	5954	FALSE
WBGene00016919	IV:2161475-2164870	129	58	58	7357500	0.328835	10000	3132	7357500	1000	0	0.319285	IV	2161475	2164870	3395	FALSE
WBGene00044453	III:6735884-6736642	129	10	9	1399640	0.328861	10000	3182	1399640	1000	0	0.314268	III	6735884	6736642	758	FALSE
WBGene00020836	II:526591-530364	129	132	131	22679900	0.328871	10000	2928	22679900	1000	0	0.34153	II	526591	530364	3773	FALSE
WBGene00021744	V:1088282-1089891	129	56	55	8316000	0.32888	10000	3363	8316000	1000	0	0.297354	V	1088282	1089891	1609	FALSE
WBGene00010018	V:15814236-15815659	129	32	32	5374110	0.328995	10000	3064	5374110	1000	0	0.326371	V	15814236	15815659	1423	FALSE
WBGene00017797	V:8570310-8581427	129	83	83	11653500	0.329031	10000	3002	11653500	1000	0	0.333111	V	8570310	8581427	11117	FALSE
WBGene00003816	V:8546287-8548879	129	6	5	644965	0.329042	10000	3052	644965	1000	0	0.327654	V	8546287	8548879	2592	FALSE
WBGene00011019	IV:14177224-14178941	129	58	58	8630760	0.329053	10000	3079	8630760	1000	0	0.324781	IV	14177224	14178941	1717	FALSE
WBGene00017632	X:4204601-4206444	129	29	28	5600460	0.329072	10000	3195	5600460	1000	0	0.312989	X	4204601	4206444	1843	FALSE
WBGene00044978	IV:13180178-13180735	129	10	10	1522370	0.329116	10000	2948	1522370	1000	0	0.339213	IV	13180178	13180735	557	FALSE
WBGene00004170	IV:15289900-15291262	129	19	19	2995090	0.329143	10000	3169	2995090	1000	0	0.315557	IV	15289900	15291262	1362	FALSE
WBGene00009353	II:11049143-11049913,II:11049143-11051753	129	16	16	2258800	0.329166	10000	3101	2258800	1000	0	0.322477	II	11049143	11049913	770	FALSE
WBGene00019554	X:3276008-3280199	129	20	19	3661920	0.329197	10000	3013	3661920	1000	0	0.331895	X	3276008	3280199	4191	FALSE
WBGene00021285	IV:4404937-4405171	129	4	4	488087	0.329248	10000	3231	488087	1000	0	0.309502	IV	4404937	4405171	234	FALSE
WBGene00011697	V:15270146-15272363	129	227	227	28833900	0.32933	10000	2906	28833900	1000	0	0.344116	V	15270146	15272363	2217	FALSE
WBGene00010360	X:15058508-15060399	129	18	17	3010390	0.329331	10000	3061	3010390	1000	0	0.326691	X	15058508	15060399	1891	FALSE
WBGene00015952	X:3628315-3630884	129	12	11	1965380	0.329333	10000	3027	1965380	1000	0	0.33036	X	3628315	3630884	2569	FALSE
WBGene00016151	II:5062128-5067129	129	29	29	3759310	0.329342	10000	2968	3759310	1000	0	0.336927	II	5062128	5067129	5001	FALSE
WBGene00003183	I:8294880-8296912,I:8294880-8296983	129	5	4	755532	0.329399	10000	2980	755532	1000	0	0.33557	I	8294880	8296912	2032	FALSE
WBGene00006212	IV:4939314-4941394	129	10	10	1681160	0.329424	10000	2959	1681160	1000	0	0.337952	IV	4939314	4941394	2080	FALSE
WBGene00206418	V:19449774-19450095,V:19449789-19451078,V:19450136-19450830,V:19449832-19450830	129	58	58	8234070	0.329516	10000	2993	8234070	1000	0	0.334113	V	19449774	19450095	321	FALSE
WBGene00015969	V:5568208-5570533	129	12	12	2057260	0.329533	10000	3053	2057260	1000	0	0.327547	V	5568208	5570533	2325	FALSE
WBGene00010908	III:4553645-4559926,III:4555652-4559926,III:4553645-4559926,III:4555652-4560350	129	30	29	7024070	0.329539	10000	3221	7024070	1000	0	0.310463	III	4553645	4559926	6281	FALSE
WBGene00021251	III:1648620-1648806	129	6	6	886194	0.329617	10000	2845	886194	1000	0	0.351494	III	1648620	1648806	186	FALSE
WBGene00005764	V:15275442-15276900	129	96	95	16164000	0.329621	10000	3008	16164000	1000	0	0.332447	V	15275442	15276900	1458	FALSE
WBGene00000967	I:8212361-8218361,I:8212366-8218287,I:8212422-8214304	129	18	18	2329480	0.329638	10000	3209	2329480	1000	0	0.311624	I	8212361	8218361	6000	FALSE
WBGene00010218	II:12404950-12406494	129	22	22	3606420	0.32967	10000	3068	3606420	1000	0	0.325945	II	12404950	12406494	1544	FALSE
WBGene00020760	III:872621-873531	129	15	15	2452320	0.329739	10000	3069	2452320	1000	0	0.325839	III	872621	873531	910	FALSE
WBGene00199201	I:2876336-2876554	129	5	4	450745	0.329815	10000	2997	450745	1000	0	0.333667	I	2876336	2876554	218	FALSE
WBGene00011435	I:13309993-13310715	129	4	4	878016	0.329847	10000	3063	878016	1000	0	0.326477	I	13309993	13310715	722	FALSE
WBGene00020588	V:4890428-4891422	129	4	4	914286	0.329854	10000	3026	914286	1000	0	0.330469	V	4890428	4891422	994	FALSE
WBGene00006856	II:14485623-14488688	129	17	16	4418510	0.329866	10000	2821	4418510	1000	0	0.354484	II	14485623	14488688	3065	FALSE
WBGene00016622	I:10622951-10624361	129	9	8	1235190	0.329902	10000	3141	1235190	1000	0	0.31837	I	10622951	10624361	1410	FALSE
WBGene00004878	IV:2619874-2625505	129	47	47	7561510	0.329905	10000	2994	7561510	1000	0	0.334001	IV	2619874	2625505	5631	FALSE
WBGene00198062	X:7462726-7462869	129	3	3	695926	0.329915	10000	3123	695926	1000	0	0.320205	X	7462726	7462869	143	FALSE
WBGene00000705	IV:13065728-13067288	129	16	15	2896760	0.329979	10000	2974	2896760	1000	0	0.336247	IV	13065728	13067288	1560	FALSE
WBGene00202492	V:6847002-6847152	129	3	3	340093	0.330025	10000	3052	340093	1000	0	0.327654	V	6847002	6847152	150	FALSE
WBGene00015757	V:543468-545359	129	135	135	14969800	0.330076	10000	3288	14969800	1000	0	0.304136	V	543468	545359	1891	FALSE
WBGene00023487	IV:7710044-7710825	129	8	8	1126490	0.330096	10000	3019	1126490	1000	0	0.331236	IV	7710044	7710825	781	FALSE
WBGene00008731	IV:10439208-10443780	129	26	26	3853220	0.330133	10000	2889	3853220	1000	0	0.346141	IV	10439208	10443780	4572	FALSE
WBGene00008074	IV:10590931-10592979	129	7	7	1108620	0.330165	10000	3183	1108620	1000	0	0.314169	IV	10590931	10592979	2048	FALSE
WBGene00019066	V:8099620-8100484	129	9	9	1095490	0.330171	10000	3073	1095490	1000	0	0.325415	V	8099620	8100484	864	FALSE
WBGene00044475	IV:3909395-3909799	129	28	28	3847540	0.330207	10000	2829	3847540	1000	0	0.353482	IV	3909395	3909799	404	FALSE
WBGene00016879	IV:17197907-17206845,IV:17197907-17206831	129	75	74	20493800	0.33024	10000	2932	20493800	1000	0	0.341064	IV	17197907	17206845	8938	FALSE
WBGene00202499	V:8751883-8753014	129	7	6	872726	0.330256	10000	2921	872726	1000	0	0.342349	V	8751883	8753014	1131	FALSE
WBGene00007872	IV:12935050-12936271	129	27	27	3315700	0.330256	10000	2987	3315700	1000	0	0.334784	IV	12935050	12936271	1221	FALSE
WBGene00018496	II:812140-813708	129	23	23	2900070	0.33036	10000	3389	2900070	1000	0	0.295072	II	812140	813708	1568	FALSE
WBGene00003073	III:4181542-4186801,III:4181542-4186823	129	19	18	2919620	0.330394	10000	3018	2919620	1000	0	0.331345	III	4181542	4186801	5259	FALSE
WBGene00018991	III:2858708-2865386,III:2855553-2865386	129	336	336	49421100	0.330411	10000	3180	49421100	1000	0	0.314465	III	2858708	2865386	6678	FALSE
WBGene00017088	I:4137212-4138952,I:4137449-4138952,I:4137212-4139023	129	13	12	1941290	0.330418	10000	3022	1941290	1000	0	0.330907	I	4137212	4138952	1740	FALSE
WBGene00006167	V:11266980-11268323	129	5	5	658645	0.330425	10000	3044	658645	1000	0	0.328515	V	11266980	11268323	1343	FALSE
WBGene00018903	IV:7466700-7469832,IV:7466700-7468387,IV:7466700-7468435,IV:7466700-7469832	129	142	141	20675300	0.330459	10000	2925	20675300	1000	0	0.34188	IV	7466700	7469832	3132	FALSE
WBGene00003878	I:6133284-6137980	129	21	21	2861460	0.330494	10000	2994	2861460	1000	0	0.334001	I	6133284	6137980	4696	FALSE
WBGene00012487	I:12867069-12869556	129	16	16	2990890	0.330562	10000	2935	2990890	1000	0	0.340716	I	12867069	12869556	2487	FALSE
WBGene00009573	X:14701790-14703684	129	12	11	1965890	0.330583	10000	3156	1965890	1000	0	0.316857	X	14701790	14703684	1894	FALSE
WBGene00020777	II:3765086-3773191	129	73	72	15907500	0.330608	10000	2853	15907500	1000	0	0.350508	II	3765086	3773191	8105	FALSE
WBGene00020420	X:6311714-6314588	129	17	17	2712210	0.330635	10000	2865	2712210	1000	0	0.34904	X	6311714	6314588	2874	FALSE
WBGene00005585	V:564390-566084,V:564735-566084	129	194	194	33302100	0.330636	10000	3128	33302100	1000	0	0.319693	V	564390	566084	1694	FALSE
WBGene00008053	II:8138495-8141276,II:8137879-8141276	129	9	8	2524550	0.330636	10000	3088	2524550	1000	0	0.323834	II	8138495	8141276	2781	FALSE
WBGene00195626	IV:10427544-10427691	129	3	3	648415	0.330646	10000	3052	648415	1000	0	0.327654	IV	10427544	10427691	147	FALSE
WBGene00012571	V:18141460-18142577	129	75	75	11752500	0.330676	10000	2979	11752500	1000	0	0.335683	V	18141460	18142577	1117	FALSE
WBGene00000889	IV:17111081-17116657,IV:17111081-17116666,IV:17111082-17111470	129	48	47	12477500	0.330698	10000	3130	12477500	1000	0	0.319489	IV	17111081	17116657	5576	FALSE
WBGene00001993	III:10535525-10537683	129	14	14	2059280	0.330702	10000	2899	2059280	1000	0	0.344947	III	10535525	10537683	2158	FALSE
WBGene00005858	I:12122810-12125586	129	142	142	22337500	0.330747	10000	2868	22337500	1000	0	0.348675	I	12122810	12125586	2776	FALSE
WBGene00005859	V:3004140-3006064	129	127	127	13848100	0.330772	10000	3369	13848100	1000	0	0.296824	V	3004140	3006064	1924	FALSE
WBGene00021648	I:3604513-3605757,I:3604521-3605744	129	11	10	1163990	0.33082	10000	3320	1163990	1000	0	0.301205	I	3604513	3605757	1244	FALSE
WBGene00021495	IV:7327735-7328975,IV:7327735-7329108	129	43	43	5887790	0.330832	10000	2901	5887790	1000	0	0.344709	IV	7327735	7328975	1240	FALSE
WBGene00023497	X:15726128-15732025,X:15726128-15731863	129	41	41	7027390	0.330841	10000	3042	7027390	1000	0	0.328731	X	15726128	15732025	5897	FALSE
WBGene00198531	V:15968836-15968965	129	4	4	969763	0.33085	10000	3000	969763	1000	0	0.333333	V	15968836	15968965	129	FALSE
WBGene00018425	V:5771944-5772457	129	6	5	1367670	0.33086	10000	3014	1367670	1000	0	0.331785	V	5771944	5772457	513	FALSE
WBGene00043984	II:6516358-6518380	129	9	8	2097630	0.330897	10000	3066	2097630	1000	0	0.326158	II	6516358	6518380	2022	FALSE
WBGene00016697	V:2183520-2186535	129	93	93	9939600	0.330929	10000	3506	9939600	1000	0	0.285225	V	2183520	2186535	3015	FALSE
WBGene00013922	IV:12366873-12367937	129	4	4	689517	0.330972	10000	2925	689517	1000	0	0.34188	IV	12366873	12367937	1064	FALSE
WBGene00008852	I:7021981-7029076,I:7021981-7029076,I:7021981-7029054	129	27	27	3537650	0.330994	10000	2775	3537650	1000	0	0.36036	I	7021981	7029076	7095	FALSE
WBGene00004310	II:12345405-12352459	129	72	72	10075200	0.331017	10000	3058	10075200	1000	0	0.327011	II	12345405	12352459	7054	FALSE
WBGene00011940	IV:12691947-12704016,IV:12691947-12697632,IV:12702216-12704016,IV:12688654-12704016,IV:12696861-12704016	129	147	146	32790600	0.331151	10000	2812	32790600	1000	0	0.355619	IV	12691947	12704016	12069	FALSE
WBGene00003174	X:8465831-8470256	129	29	28	6264940	0.331214	10000	2907	6264940	1000	0	0.343997	X	8465831	8470256	4425	FALSE
WBGene00001506	V:6573982-6575797	129	4	4	498765	0.331224	10000	2920	498765	1000	0	0.342466	V	6573982	6575797	1815	FALSE
WBGene00018749	II:3899850-3900954	129	29	28	6243350	0.331259	10000	2969	6243350	1000	0	0.336814	II	3899850	3900954	1104	FALSE
WBGene00086555	I:14305069-14307134	129	86	85	11534100	0.331278	10000	3572	11534100	1000	0	0.279955	I	14305069	14307134	2065	FALSE
WBGene00006635	X:1246016-1247499	129	12	12	1711110	0.331289	10000	3269	1711110	1000	0	0.305904	X	1246016	1247499	1483	FALSE
WBGene00015732	III:6630276-6630752	129	3	3	1258210	0.331302	10000	3144	1258210	1000	0	0.318066	III	6630276	6630752	476	FALSE
WBGene00008274	IV:8975531-8984560,IV:8975531-8984560,IV:8975531-8984560,IV:8975531-8984569,IV:8975531-8984569,IV:8975531-8984560	129	40	39	8162490	0.331324	10000	2886	8162490	1000	0	0.3465	IV	8975531	8984560	9029	FALSE
WBGene00010993	X:14163097-14164506	129	13	13	2116960	0.331325	10000	2946	2116960	1000	0	0.339443	X	14163097	14164506	1409	FALSE
WBGene00011520	V:15894446-15896767,V:15894446-15896767	129	111	110	15294900	0.331484	10000	2814	15294900	1000	0	0.355366	V	15894446	15896767	2321	FALSE
WBGene00016083	IV:7009840-7010744	129	4	3	386737	0.331487	10000	2819	386737	1000	0	0.354736	IV	7009840	7010744	904	FALSE
WBGene00019718	IV:4460178-4462061	129	11	11	1686130	0.33155	10000	3186	1686130	1000	0	0.313873	IV	4460178	4462061	1883	FALSE
WBGene00017122	II:7200610-7201880	129	7	7	1730100	0.331552	10000	3011	1730100	1000	0	0.332116	II	7200610	7201880	1270	FALSE
WBGene00016371	IV:7805039-7807993	129	19	19	2809220	0.331586	10000	3156	2809220	1000	0	0.316857	IV	7805039	7807993	2954	FALSE
WBGene00011020	IV:14173609-14176473	129	75	75	10432600	0.331599	10000	2829	10432600	1000	0	0.353482	IV	14173609	14176473	2864	FALSE
WBGene00011792	V:14201418-14204052	129	28	28	3940870	0.331618	10000	3194	3940870	1000	0	0.313087	V	14201418	14204052	2634	FALSE
WBGene00010887	IV:11096721-11097851	129	6	5	1226790	0.331626	10000	2942	1226790	1000	0	0.339905	IV	11096721	11097851	1130	FALSE
WBGene00196263	X:4810107-4810245	129	3	2	286721	0.331636	10000	2833	286721	1000	0	0.352983	X	4810107	4810245	138	FALSE
WBGene00013621	V:16956528-16957991	129	97	97	14896100	0.331664	10000	3082	14896100	1000	0	0.324465	V	16956528	16957991	1463	FALSE
WBGene00195796	III:1166469-1166685	129	5	5	683329	0.331682	10000	3164	683329	1000	0	0.316056	III	1166469	1166685	216	FALSE
WBGene00011279	III:4197284-4202289,III:4197284-4202289,III:4199983-4202289,III:4197284-4202289,III:4197289-4202289	129	35	34	5804470	0.331686	10000	3164	5804470	1000	0	0.316056	III	4197284	4202289	5005	FALSE
WBGene00021918	III:2988254-2990056	129	67	67	9790300	0.331696	10000	2883	9790300	1000	0	0.346861	III	2988254	2990056	1802	FALSE
WBGene00011221	III:9963123-9973865	129	252	252	35198100	0.331703	10000	2854	35198100	1000	0	0.350385	III	9963123	9973865	10742	FALSE
WBGene00022092	IV:2494516-2495174	129	5	5	773042	0.33173	10000	3006	773042	1000	0	0.332668	IV	2494516	2495174	658	FALSE
WBGene00002140	IV:606360-614026,IV:606360-614021,IV:606360-613127	129	116	116	17584800	0.331745	10000	2970	17584800	1000	0	0.3367	IV	606360	614026	7666	FALSE
WBGene00019858	II:4171293-4173875	129	47	46	7623410	0.331753	10000	3082	7623410	1000	0	0.324465	II	4171293	4173875	2582	FALSE
WBGene00007588	V:12600285-12607305,V:12600285-12607305	129	24	24	3580920	0.331788	10000	3129	3580920	1000	0	0.319591	V	12600285	12607305	7020	FALSE
WBGene00022503	X:880628-883092	129	9	9	1177030	0.33181	10000	3067	1177030	1000	0	0.326052	X	880628	883092	2464	FALSE
WBGene00004220	X:17318583-17326603	129	34	34	5784560	0.331815	10000	3187	5784560	1000	0	0.313775	X	17318583	17326603	8020	FALSE
WBGene00003254	X:5945820-5948869	129	11	10	2348750	0.331827	10000	2965	2348750	1000	0	0.337268	X	5945820	5948869	3049	FALSE
WBGene00001820	IV:12542033-12545724	129	21	20	4707890	0.33185	10000	2889	4707890	1000	0	0.346141	IV	12542033	12545724	3691	FALSE
WBGene00007557	II:10593281-10594776	129	24	24	3232340	0.331868	10000	2940	3232340	1000	0	0.340136	II	10593281	10594776	1495	FALSE
WBGene00011877	II:12495486-12496387	129	17	16	4191590	0.331873	10000	2934	4191590	1000	0	0.340832	II	12495486	12496387	901	FALSE
WBGene00044786	I:13237053-13238302	129	20	20	2787400	0.332037	10000	3209	2787400	1000	0	0.311624	I	13237053	13238302	1249	FALSE
WBGene00018471	IV:7630770-7632672	129	6	5	549226	0.332051	10000	3186	549226	1000	0	0.313873	IV	7630770	7632672	1902	FALSE
WBGene00004893	X:944938-948885	129	34	33	5783200	0.332096	10000	3271	5783200	1000	0	0.305717	X	944938	948885	3947	FALSE
WBGene00020460	II:4435299-4436995	129	124	124	16938900	0.332111	10000	2845	16938900	1000	0	0.351494	II	4435299	4436995	1696	FALSE
WBGene00017296	X:1495073-1497681	129	72	71	9502120	0.332135	10000	3033	9502120	1000	0	0.329707	X	1495073	1497681	2608	FALSE
WBGene00219310	I:9410613-9411379	129	5	5	571544	0.332198	10000	2998	571544	1000	0	0.333556	I	9410613	9411379	766	FALSE
WBGene00196663	X:12084777-12084983	129	3	3	998091	0.332264	10000	2868	998091	1000	0	0.348675	X	12084777	12084983	206	FALSE
WBGene00005106	V:15250603-15251671	129	48	48	6522450	0.332286	10000	2805	6522450	1000	0	0.356506	V	15250603	15251671	1068	FALSE
WBGene00016400	IV:7149360-7150690	129	8	8	1290360	0.332288	10000	3054	1290360	1000	0	0.327439	IV	7149360	7150690	1330	FALSE
WBGene00013878	V:14194445-14197698,V:14193684-14197698,V:14194445-14197698,V:14193709-14197698,V:14194445-14197698,V:14193709-14197698,V:14194484-14197698	129	28	27	6171440	0.332328	10000	2873	6171440	1000	0	0.348068	V	14194445	14197698	3253	FALSE
WBGene00012631	V:20552299-20553053	129	15	15	2287230	0.332367	10000	3345	2287230	1000	0	0.298954	V	20552299	20553053	754	FALSE
WBGene00006124	V:15897995-15899415	129	101	101	15757100	0.332399	10000	3173	15757100	1000	0	0.315159	V	15897995	15899415	1420	FALSE
WBGene00000485	I:8062010-8081671	129	60	59	10434800	0.332411	10000	3024	10434800	1000	0	0.330688	I	8062010	8081671	19661	FALSE
WBGene00009947	II:10030205-10030970	129	4	3	487228	0.332518	10000	3032	487228	1000	0	0.329815	II	10030205	10030970	765	FALSE
WBGene00011922	II:8612918-8614426	129	5	4	1118510	0.332556	10000	2935	1118510	1000	0	0.340716	II	8612918	8614426	1508	FALSE
WBGene00022765	II:4944039-4945789,II:4944039-4945781,II:4944039-4945834	129	6	5	571314	0.332589	10000	2885	571314	1000	0	0.34662	II	4944039	4945789	1750	FALSE
WBGene00004354	X:14964582-14965933	129	12	12	1563290	0.332602	10000	2940	1563290	1000	0	0.340136	X	14964582	14965933	1351	FALSE
WBGene00015783	X:6476812-6479085	129	9	8	1296580	0.332604	10000	2894	1296580	1000	0	0.345543	X	6476812	6479085	2273	FALSE
WBGene00017794	X:4442160-4448151	129	44	43	7139430	0.332605	10000	3135	7139430	1000	0	0.318979	X	4442160	4448151	5991	FALSE
WBGene00195399	IV:12208009-12208159	129	2	2	278475	0.33279	10000	2838	278475	1000	0	0.352361	IV	12208009	12208159	150	FALSE
WBGene00012382	IV:11063511-11064141	129	3	3	384463	0.332844	10000	3134	384463	1000	0	0.319081	IV	11063511	11064141	630	FALSE
WBGene00019800	III:8768310-8769252	129	3	2	225067	0.332939	10000	3344	225067	1000	0	0.299043	III	8768310	8769252	942	FALSE
WBGene00014243	IV:9696982-9706718,IV:9696982-9698256	129	46	46	6878350	0.333065	10000	3108	6878350	1000	0	0.32175	IV	9696982	9706718	9736	FALSE
WBGene00006874	V:12213326-12225920,V:12223123-12225920,V:12219937-12225920,V:12214462-12225920	129	93	93	12980000	0.333074	10000	3158	12980000	1000	0	0.316656	V	12213326	12225920	12594	FALSE
WBGene00010977	V:14483159-14484347	129	6	6	1379940	0.333097	10000	3005	1379940	1000	0	0.332779	V	14483159	14484347	1188	FALSE
WBGene00003699	II:4433416-4435365,II:4433463-4435365,II:4433402-4435365	129	91	91	12477900	0.333152	10000	2993	12477900	1000	0	0.334113	II	4433416	4435365	1949	FALSE
WBGene00012128	IV:17281454-17284199,IV:17281454-17284199	129	18	17	3798770	0.333162	10000	3061	3798770	1000	0	0.326691	IV	17281454	17284199	2745	FALSE
WBGene00006945	V:18853126-18859221	129	193	193	30878000	0.333225	10000	2956	30878000	1000	0	0.338295	V	18853126	18859221	6095	FALSE
WBGene00202246	X:2368932-2369122	129	5	4	849558	0.333254	10000	2937	849558	1000	0	0.340483	X	2368932	2369122	190	FALSE
WBGene00196810	X:5841169-5841350	129	4	4	558001	0.333261	10000	3030	558001	1000	0	0.330033	X	5841169	5841350	181	FALSE
WBGene00201404	X:2368902-2369094	129	5	4	849558	0.333264	10000	3082	849558	1000	0	0.324465	X	2368902	2369094	192	FALSE
WBGene00019913	III:973306-980451	129	401	400	82508000	0.333328	10000	2909	82508000	1000	0	0.343761	III	973306	980451	7145	FALSE
WBGene00015148	III:5706736-5709329,III:5708191-5709329	129	15	15	1991600	0.333351	10000	2828	1991600	1000	0	0.353607	III	5706736	5709329	2593	FALSE
WBGene00003600	X:17519850-17527559,X:17518449-17527559,X:17518444-17528183,X:17519850-17528183,X:17518444-17524746,X:17519850-17524746	129	52	51	9803830	0.333381	10000	3139	9803830	1000	0	0.318573	X	17519850	17527559	7709	FALSE
WBGene00021457	II:675602-677023	129	41	41	4943930	0.333411	10000	3412	4943930	1000	0	0.293083	II	675602	677023	1421	FALSE
WBGene00010410	IV:9284892-9286446	129	14	14	1867100	0.333423	10000	3003	1867100	1000	0	0.333	IV	9284892	9286446	1554	FALSE
WBGene00199836	IV:594480-594630	129	2	2	682123	0.333434	10000	2950	682123	1000	0	0.338983	IV	594480	594630	150	FALSE
WBGene00013152	II:14980929-14984009	129	42	41	10265400	0.333548	10000	2957	10265400	1000	0	0.338181	II	14980929	14984009	3080	FALSE
WBGene00020667	X:3917300-3919835	129	24	23	4889510	0.333581	10000	2918	4889510	1000	0	0.3427	X	3917300	3919835	2535	FALSE
WBGene00021929	IV:1052510-1054794	129	86	86	14882800	0.333585	10000	3039	14882800	1000	0	0.329056	IV	1052510	1054794	2284	FALSE
WBGene00017009	I:4567883-4568389,I:4566494-4568389	129	7	7	1455820	0.33362	10000	2929	1455820	1000	0	0.341413	I	4567883	4568389	506	FALSE
WBGene00198967	V:18836152-18836218	129	2	1	87083.1	0.33363	10000	2896	87083.1	1000	0	0.345304	V	18836152	18836218	66	FALSE
WBGene00018237	X:3235767-3243624	129	45	45	7593400	0.333671	10000	3215	7593400	1000	0	0.311042	X	3235767	3243624	7857	FALSE
WBGene00015671	V:8583553-8584532	129	5	5	590402	0.333677	10000	2990	590402	1000	0	0.334448	V	8583553	8584532	979	FALSE
WBGene00007169	III:4759741-4763609	129	29	29	4750020	0.333731	10000	3102	4750020	1000	0	0.322373	III	4759741	4763609	3868	FALSE
WBGene00007726	V:19403529-19405324	129	85	84	13183000	0.333811	10000	3010	13183000	1000	0	0.332226	V	19403529	19405324	1795	FALSE
WBGene00016420	I:5896639-5897405	129	3	3	460975	0.333837	10000	3083	460975	1000	0	0.324359	I	5896639	5897405	766	FALSE
WBGene00019351	X:7292137-7296036,X:7292137-7295972	129	31	31	4946510	0.333909	10000	3020	4946510	1000	0	0.331126	X	7292137	7296036	3899	FALSE
WBGene00004999	X:7725978-7726388,X:7725954-7726388	129	3	2	127609	0.333922	10000	3474	127609	997	3	0.287421	X	7725978	7726388	410	FALSE
WBGene00050899	V:16044298-16045842,V:16044810-16045842,V:16044303-16044426	129	11	11	1892400	0.334004	10000	3194	1892400	1000	0	0.313087	V	16044298	16045842	1544	FALSE
WBGene00020783	II:6245500-6246257,II:6245130-6246257	129	4	3	298842	0.33405	10000	3190	298842	1000	0	0.31348	II	6245500	6246257	757	FALSE
WBGene00021037	I:3371754-3373906,I:3371754-3373732	129	22	21	2828530	0.334067	10000	3040	2828530	1000	0	0.328947	I	3371754	3373906	2152	FALSE
WBGene00021951	IV:728499-731037	129	39	39	6658860	0.334071	10000	2952	6658860	1000	0	0.338753	IV	728499	731037	2538	FALSE
WBGene00202401	X:2885439-2885578	129	3	3	642362	0.334091	10000	2950	642362	1000	0	0.338983	X	2885439	2885578	139	FALSE
WBGene00011827	I:8377601-8390027,I:8377601-8392753,I:8377601-8392738,I:8377601-8392738	129	66	66	8055650	0.334129	10000	2815	8055650	1000	0	0.35524	I	8377601	8390027	12426	FALSE
WBGene00022295	IV:2037190-2043191,IV:2041573-2043191	129	57	56	9939460	0.334137	10000	2949	9939460	1000	0	0.339098	IV	2037190	2043191	6001	FALSE
WBGene00008527	X:13444979-13448230	129	64	64	8428330	0.334139	10000	2816	8428330	1000	0	0.355114	X	13444979	13448230	3251	FALSE
WBGene00015509	IV:7826327-7829291,IV:7826327-7829301,IV:7826327-7829291,IV:7826327-7829301	129	12	12	1497720	0.334167	10000	3051	1497720	1000	0	0.327761	IV	7826327	7829291	2964	FALSE
WBGene00007476	IV:1275864-1277091,IV:1276219-1277091,IV:1276251-1277091,IV:1275933-1276318	129	59	59	11226700	0.334169	10000	2894	11226700	1000	0	0.345543	IV	1275864	1277091	1227	FALSE
WBGene00011476	III:13566875-13570447	129	17	17	3315910	0.334239	10000	3054	3315910	1000	0	0.327439	III	13566875	13570447	3572	FALSE
WBGene00017285	II:5352098-5353714,II:5352084-5353714	129	14	14	2164390	0.334289	10000	2988	2164390	1000	0	0.334672	II	5352098	5353714	1616	FALSE
WBGene00045166	IV:2904731-2908521	129	41	41	5518080	0.334298	10000	3012	5518080	1000	0	0.332005	IV	2904731	2908521	3790	FALSE
WBGene00018861	X:1004336-1009526	129	34	34	5195600	0.334324	10000	3072	5195600	1000	0	0.325521	X	1004336	1009526	5190	FALSE
WBGene00001395	IV:9803025-9806121,IV:9805308-9806121,IV:9805673-9806118,IV:9803946-9806121,IV:9803037-9806121	129	23	23	3161990	0.334415	10000	2954	3161990	1000	0	0.338524	IV	9803025	9806121	3096	FALSE
WBGene00012714	III:13153816-13160290,III:13153574-13160290	129	68	68	10591900	0.334425	10000	2907	10591900	1000	0	0.343997	III	13153816	13160290	6474	FALSE
WBGene00004920	I:2726655-2727545,I:2727011-2727545	129	12	12	1522670	0.334451	10000	2911	1522670	1000	0	0.343525	I	2726655	2727545	890	FALSE
WBGene00016394	I:10699561-10703801	129	34	34	4523540	0.334518	10000	2870	4523540	1000	0	0.348432	I	10699561	10703801	4240	FALSE
WBGene00018533	X:3772762-3776889,X:3772762-3778081,X:3772762-3778081	129	25	25	3465940	0.334555	10000	3034	3465940	1000	0	0.329598	X	3772762	3776889	4127	FALSE
